left_actor_id,right_actor_id,weight
nm0000212,nm0413168,1
nm0000212,nm0000630,1
nm0000212,nm0005227,1
nm0000212,nm0000473,1
nm0000212,nm0001435,1
nm0000212,nm0000527,1
nm0000212,nm0749263,1
nm0000212,nm0000492,1
nm0000212,nm1476796,1
nm0000212,nm0000128,1
nm0000212,nm0001556,1
nm0000212,nm0715622,1
nm0000212,nm0004898,1
nm0000212,nm0001165,1
nm0000212,nm0001724,1
nm0000212,nm0111013,1
nm0000212,nm0829576,1
nm0000212,nm0025745,1
nm0000212,nm0578949,1
nm0000212,nm0000906,1
nm0000212,nm0005226,1
nm0000212,nm0000104,1
nm0000212,nm0004988,1
nm0000212,nm0004757,1
nm0000212,nm0000513,1
nm0000212,nm0005112,1
nm0000212,nm0001285,1
nm0000212,nm0000459,1
nm0000212,nm0068338,1
nm0000212,nm0519043,1
nm0000212,nm2614237,1
nm0000212,nm0001731,1
nm0000212,nm0512934,1
nm0413168,nm0000630,2
nm0413168,nm0005227,1
nm0413168,nm0001772,5
nm0413168,nm0005212,4
nm0413168,nm0000463,2
nm0413168,nm0000237,1
nm0413168,nm0000932,3
nm0413168,nm0000332,1
nm0413168,nm0000295,1
nm0413168,nm0746896,1
nm0413168,nm0378175,1
nm0413168,nm0000704,1
nm0413168,nm0005261,1
nm0413168,nm0000245,1
nm0413168,nm0001838,1
nm0413168,nm0859503,1
nm0413168,nm0000995,1
nm0413168,nm0000701,1
nm0413168,nm0000606,1
nm0413168,nm1431940,1
nm0413168,nm2023672,1
nm0413168,nm1107001,1
nm0413168,nm0000173,1
nm0413168,nm0011354,1
nm0413168,nm1812267,1
nm0413168,nm0424060,2
nm0413168,nm0242319,1
nm0413168,nm0061106,1
nm0413168,nm0005351,1
nm0413168,nm0396812,1
nm0413168,nm0000288,1
nm0413168,nm0000323,1
nm0413168,nm0000191,1
nm0413168,nm0931329,2
nm0413168,nm0022883,1
nm0413168,nm5473782,1
nm0413168,nm8030441,1
nm0413168,nm0366846,1
nm0413168,nm0350453,1
nm0413168,nm0205626,1
nm0413168,nm0502425,1
nm0413168,nm0498449,1
nm0413168,nm5148840,1
nm0413168,nm3822462,1
nm0413168,nm3948952,1
nm0413168,nm0000164,1
nm0413168,nm0000368,1
nm0413168,nm0000285,1
nm0413168,nm0279545,1
nm0413168,nm1517976,1
nm0413168,nm1374980,1
nm0413168,nm3918035,1
nm0413168,nm0000128,1
nm0413168,nm0004266,1
nm0413168,nm1086543,1
nm0413168,nm1663205,1
nm0413168,nm2353862,1
nm0413168,nm0000244,1
nm0413168,nm0564215,1
nm0413168,nm0272581,1
nm0413168,nm0628601,1
nm0413168,nm0193295,1
nm0413168,nm6748436,1
nm0413168,nm2933542,1
nm0413168,nm5920962,1
nm0413168,nm1330560,1
nm0413168,nm1913734,1
nm0413168,nm0909144,1
nm0413168,nm0000410,1
nm0413168,nm0524240,1
nm0413168,nm0005380,1
nm0413168,nm0925578,1
nm0413168,nm0005049,1
nm0000630,nm0005227,1
nm0000630,nm0000274,1
nm0000630,nm0000117,1
nm0000630,nm0001073,1
nm0000630,nm0000156,1
nm0000630,nm0001439,2
nm0000630,nm0472928,1
nm0000630,nm0000243,1
nm0000630,nm0000658,1
nm0000630,nm0253708,1
nm0000630,nm0915208,1
nm0000630,nm0001570,1
nm0000630,nm2474010,1
nm0000630,nm0005351,1
nm0000630,nm0396812,2
nm0000630,nm0005466,1
nm0000630,nm2089090,1
nm0000630,nm0000667,1
nm0000630,nm0097842,1
nm0000630,nm0001670,1
nm0000630,nm0908919,1
nm0000630,nm0001401,1
nm0000630,nm0252230,1
nm0000630,nm0646037,1
nm0000630,nm0185819,1
nm0000630,nm0068260,1
nm0000630,nm1111968,1
nm0000630,nm0000179,1
nm0000630,nm0001845,1
nm0000630,nm0103797,1
nm0000630,nm0000166,1
nm0000630,nm0001303,1
nm0000630,nm3009232,1
nm0000630,nm1297015,1
nm0000630,nm0580351,1
nm0000630,nm0000152,1
nm0000630,nm0001497,1
nm0000630,nm0765597,2
nm0000630,nm0836121,1
nm0000630,nm0001057,1
nm0000630,nm0316805,1
nm0000630,nm0000480,1
nm0000630,nm0304801,1
nm0000630,nm0931404,1
nm0000630,nm0749263,1
nm0000630,nm0000474,1
nm0000630,nm1046097,1
nm0000630,nm0000513,1
nm0000630,nm0000456,1
nm0000630,nm0683467,2
nm0000630,nm1981893,1
nm0000630,nm0000662,1
nm0000630,nm0005028,1
nm0000630,nm0000675,1
nm0000630,nm0141710,1
nm0000630,nm0001221,1
nm0000630,nm0005405,1
nm0000630,nm0343082,1
nm0000630,nm1289434,1
nm0000630,nm0155693,1
nm0000630,nm0671567,1
nm0000630,nm1242688,1
nm0000630,nm0408234,1
nm0000630,nm3154303,1
nm0000630,nm1102577,1
nm0000630,nm1378410,1
nm0000630,nm0000673,1
nm0000630,nm1638321,1
nm0005227,nm0005405,1
nm0005227,nm0005442,2
nm0005227,nm0182455,1
nm0005227,nm0000155,1
nm0005227,nm0896735,1
nm0005227,nm0001349,1
nm0005227,nm0864997,1
nm0005227,nm0000195,1
nm0005227,nm0001454,1
nm0005227,nm0005259,1
nm0005227,nm0733185,1
nm0005227,nm0517820,1
nm0005227,nm0000474,1
nm0005227,nm0385644,1
nm0005227,nm3044199,1
nm0005227,nm3044324,1
nm0005227,nm0364977,1
nm0005227,nm0001593,1
nm0005227,nm0470870,1
nm0005227,nm0085635,1
nm0005227,nm0661164,1
nm0005227,nm0005416,1
nm0005227,nm0012078,1
nm0005227,nm2782162,1
nm0005227,nm5338034,1
nm0005227,nm0140755,1
nm0005227,nm0001293,1
nm0005227,nm0000346,1
nm0005227,nm0814259,1
nm0864851,nm0828288,1
nm0864851,nm0933983,1
nm0864851,nm0329491,1
nm0828288,nm0933983,1
nm0828288,nm0329491,1
nm0828288,nm0180165,1
nm0828288,nm2339713,1
nm0828288,nm1045572,1
nm0828288,nm0501317,1
nm0828288,nm0184414,1
nm0828288,nm0341841,1
nm0828288,nm1420053,1
nm0828288,nm1833455,1
nm0828288,nm0819908,1
nm0828288,nm0004193,1
nm0828288,nm2360286,1
nm0828288,nm0334106,2
nm0828288,nm2281974,3
nm0828288,nm2384461,2
nm0828288,nm1294163,1
nm0828288,nm2383643,1
nm0828288,nm0261724,1
nm0828288,nm0052410,1
nm0828288,nm2107082,1
nm0828288,nm8395421,1
nm0828288,nm3046228,1
nm0828288,nm0323372,2
nm0828288,nm8284186,1
nm0828288,nm6186230,1
nm0828288,nm2336615,1
nm0828288,nm0483540,1
nm0828288,nm8877608,1
nm0828288,nm11247994,1
nm0828288,nm6884420,1
nm0828288,nm0996586,1
nm0828288,nm2839035,1
nm0828288,nm0741378,2
nm0828288,nm8099914,2
nm0828288,nm3025400,2
nm0828288,nm5560956,3
nm0828288,nm0262520,1
nm0828288,nm8279086,1
nm0828288,nm0636893,3
nm0828288,nm3527272,3
nm0828288,nm5035040,1
nm0828288,nm2766218,2
nm0828288,nm0549526,1
nm0828288,nm0000292,3
nm0828288,nm4706392,1
nm0828288,nm8356058,2
nm0828288,nm1569520,1
nm0828288,nm4142280,1
nm0828288,nm1667332,1
nm0828288,nm1290447,1
nm0828288,nm2407427,1
nm0828288,nm2387795,1
nm0828288,nm2672849,1
nm0828288,nm12014890,1
nm0828288,nm3148014,3
nm0828288,nm1015793,3
nm0828288,nm1016534,1
nm0828288,nm0630524,1
nm0828288,nm0734503,1
nm0828288,nm11954056,1
nm0828288,nm2233462,2
nm0828288,nm7394721,1
nm0828288,nm7201964,1
nm0828288,nm1891137,1
nm0828288,nm0355428,1
nm0828288,nm4466306,1
nm0828288,nm0227084,2
nm0828288,nm3419645,1
nm0828288,nm0365406,1
nm0828288,nm0791898,2
nm0828288,nm3702196,1
nm0828288,nm4140484,1
nm0828288,nm4100980,1
nm0828288,nm14064950,1
nm0828288,nm0943938,1
nm0828288,nm0666735,1
nm0828288,nm3141959,1
nm0828288,nm5226514,1
nm0828288,nm2290733,2
nm0828288,nm4666732,1
nm0828288,nm5891746,1
nm0828288,nm5891747,1
nm0828288,nm2512602,1
nm0828288,nm4766272,1
nm0828288,nm4023961,1
nm0828288,nm4535518,1
nm0828288,nm3139777,1
nm0828288,nm2440492,1
nm0828288,nm0779255,1
nm0828288,nm1065343,1
nm0828288,nm0001643,1
nm0828288,nm5768603,1
nm0828288,nm4066879,1
nm0828288,nm6109430,1
nm0828288,nm1478411,1
nm0828288,nm2545114,1
nm0828288,nm6148022,1
nm0828288,nm0157661,1
nm0828288,nm3220578,1
nm0828288,nm0933281,1
nm0828288,nm0912916,1
nm0828288,nm0726223,1
nm0828288,nm7056094,1
nm0828288,nm2664384,1
nm0828288,nm9175364,1
nm0828288,nm0018080,1
nm0828288,nm6536229,1
nm0828288,nm2157090,1
nm0828288,nm6602752,1
nm0828288,nm0482941,1
nm0828288,nm1012029,1
nm0828288,nm0409430,1
nm0828288,nm1043494,1
nm0828288,nm2006748,1
nm0828288,nm1864017,1
nm0828288,nm5438822,1
nm0828288,nm3626959,1
nm0828288,nm2007871,1
nm0828288,nm4476830,1
nm0828288,nm5565648,1
nm0828288,nm7736654,1
nm0828288,nm1594672,1
nm0828288,nm0697169,1
nm0933983,nm0329491,1
nm0000417,nm0000603,1
nm0000417,nm0000457,1
nm0000417,nm0452288,1
nm0000417,nm0001601,1
nm0000417,nm0000444,1
nm0000417,nm0001999,1
nm0000417,nm0000998,1
nm0000417,nm0005169,1
nm0000417,nm0004965,1
nm0000417,nm0000388,1
nm0000417,nm0005009,1
nm0000417,nm0123201,1
nm0000417,nm0005134,1
nm0000417,nm0319096,1
nm0000417,nm0075359,1
nm0000417,nm0935653,1
nm0000417,nm0001401,1
nm0000417,nm0000705,1
nm0000417,nm0366106,1
nm0000417,nm0996651,1
nm0000417,nm1712175,1
nm0000417,nm0000704,1
nm0000417,nm0000124,1
nm0000417,nm0001626,1
nm0000417,nm0661164,1
nm0000417,nm0005313,1
nm0000417,nm0001062,1
nm0000417,nm0121605,1
nm0000417,nm0000225,1
nm0000417,nm0925220,1
nm0000417,nm0338381,1
nm0000417,nm0102175,1
nm0000417,nm0405111,1
nm0000417,nm0186728,1
nm0000417,nm0763873,1
nm0000417,nm0095478,1
nm0000417,nm4230210,1
nm0000417,nm3352434,1
nm0000417,nm5962871,1
nm0000417,nm0000131,1
nm0000417,nm3762369,1
nm0000417,nm0000134,1
nm0000417,nm1534694,1
nm0000417,nm0601930,1
nm0000417,nm0209289,1
nm0000417,nm3920288,1
nm0000417,nm1275259,1
nm0000417,nm1659221,1
nm0000417,nm3478396,1
nm0000417,nm2400045,1
nm0000417,nm9278794,1
nm0000603,nm0000457,1
nm0000603,nm0452288,1
nm0000603,nm0000501,1
nm0000603,nm0001517,1
nm0000603,nm0605080,1
nm0000603,nm1225172,1
nm0000603,nm11864586,1
nm0000603,nm0000613,2
nm0000603,nm0000146,1
nm0000603,nm0001670,1
nm0000603,nm0001655,1
nm0000603,nm0001057,1
nm0000603,nm0000132,1
nm0000603,nm0933940,1
nm0000603,nm1086543,1
nm0000603,nm0305558,1
nm0000603,nm0213482,1
nm0000603,nm0001838,1
nm0000603,nm0000899,1
nm0000603,nm0000657,1
nm0000603,nm1305192,1
nm0000603,nm11641827,1
nm0000603,nm11882642,1
nm0000603,nm0136797,1
nm0000603,nm1475594,1
nm0000603,nm0749263,1
nm0000603,nm5083856,1
nm0000603,nm0000925,1
nm0000603,nm0406975,1
nm0000603,nm0000667,1
nm0000603,nm0273797,1
nm0000603,nm0690803,1
nm0000603,nm0724995,1
nm0000603,nm0570819,1
nm0000603,nm0910607,1
nm0000603,nm0000906,1
nm0000603,nm3659660,1
nm0000603,nm0001667,1
nm0000603,nm0730413,1
nm0000457,nm0452288,1
nm0000457,nm0000579,1
nm0000457,nm0427964,1
nm0000457,nm0004757,1
nm0000457,nm0000115,1
nm0000457,nm0004851,1
nm0000457,nm0000288,1
nm0000457,nm0000207,1
nm0000457,nm0799591,1
nm0000457,nm0001492,1
nm0000457,nm0000450,1
nm0000457,nm0000378,1
nm0000457,nm0001999,1
nm0000457,nm0199215,1
nm0000457,nm0395850,1
nm0000457,nm0537158,1
nm0000457,nm0000704,1
nm0000457,nm0914455,1
nm0000457,nm0141697,1
nm0000457,nm0935653,1
nm0000457,nm0574534,2
nm0000457,nm0929489,1
nm0000457,nm0727165,1
nm0000457,nm2057859,1
nm0000457,nm0000545,1
nm0000457,nm0147147,1
nm0000457,nm0000620,1
nm0000457,nm0001151,1
nm0000457,nm0425005,1
nm0000457,nm0001212,1
nm0000457,nm3581218,1
nm0000457,nm1120593,1
nm0000457,nm3041116,1
nm0000457,nm0000654,1
nm0000457,nm0675730,1
nm0000457,nm0905357,1
nm0000457,nm0842770,1
nm0000457,nm1089991,1
nm0000457,nm1985859,1
nm0000457,nm2890541,1
nm0000457,nm2261451,1
nm0000457,nm2596460,1
nm0000457,nm0602445,1
nm0000457,nm1519666,1
nm0000457,nm1469236,1
nm0000457,nm0001758,1
nm0000457,nm0000538,1
nm0000457,nm0383603,1
nm0000457,nm0375138,1
nm0000457,nm0114238,1
nm0000457,nm3260333,1
nm0452288,nm0372798,1
nm0452288,nm0001743,1
nm0452288,nm0596959,1
nm0452288,nm0000510,1
nm0452288,nm0494078,1
nm0452288,nm0000619,1
nm0452288,nm0001283,1
nm0452288,nm0001025,1
nm0452288,nm0807649,1
nm0001002,nm0001299,1
nm0001002,nm0923529,1
nm0001002,nm0936365,1
nm0001002,nm0230693,1
nm0001002,nm0000616,2
nm0001002,nm0824220,1
nm0001002,nm0000884,1
nm0001002,nm0002078,1
nm0001002,nm0005078,1
nm0001002,nm0648249,1
nm0001002,nm0103785,1
nm0001002,nm0916491,1
nm0001002,nm0879186,1
nm0001002,nm0004995,1
nm0001002,nm0001614,1
nm0001002,nm0480118,1
nm0001002,nm0791968,1
nm0001002,nm0080807,1
nm0001002,nm0098372,1
nm0001002,nm0476906,1
nm0001002,nm0558818,1
nm0001002,nm0000243,1
nm0001002,nm0005125,1
nm0001002,nm0578949,1
nm0001002,nm0491590,1
nm0001002,nm0034339,1
nm0001002,nm0205174,1
nm0001002,nm0956810,1
nm0001002,nm0852603,1
nm0001002,nm0000911,1
nm0001002,nm0362510,1
nm0001002,nm0184965,1
nm0001002,nm0001044,1
nm0001002,nm1008709,1
nm0001002,nm0001803,1
nm0001002,nm0084950,1
nm0001002,nm0001533,1
nm0001002,nm0004786,1
nm0001002,nm0290310,1
nm0001002,nm9899402,4
nm0001002,nm7760858,1
nm0001002,nm6726195,4
nm0001002,nm6873204,1
nm0001002,nm3072031,2
nm0001002,nm0000686,1
nm0001002,nm0005273,1
nm0001002,nm0000232,1
nm0001002,nm0571741,1
nm0001002,nm0233304,1
nm0001002,nm0517059,1
nm0001002,nm10980379,1
nm0001002,nm3028546,2
nm0001002,nm9185326,1
nm0001002,nm9521809,1
nm0001002,nm10694170,1
nm0001002,nm5082358,2
nm0001002,nm10980353,1
nm0001002,nm1520977,3
nm0001002,nm9214774,1
nm0001002,nm7429538,1
nm0001002,nm7439304,1
nm0001002,nm8330146,1
nm0001002,nm7586556,1
nm0001002,nm8825502,1
nm0001002,nm11030784,1
nm0001002,nm9384895,1
nm0001002,nm9259643,1
nm0001002,nm7448207,1
nm0001002,nm7541927,1
nm0001002,nm7403609,1
nm0001002,nm8316517,1
nm0001002,nm11226500,1
nm0001002,nm1678054,1
nm0001002,nm13882888,1
nm0001002,nm0263759,1
nm0001002,nm1137883,1
nm0001002,nm0002364,1
nm0001002,nm3292692,1
nm0001002,nm3163952,1
nm0001002,nm0795449,1
nm0001002,nm2303071,1
nm0001002,nm1736524,1
nm0001002,nm0201178,1
nm0001002,nm5328659,1
nm0001002,nm5874124,1
nm0001002,nm11908508,1
nm0001002,nm2450023,1
nm0001002,nm9895876,1
nm0001002,nm8442923,1
nm0001002,nm8302445,1
nm0001002,nm6276059,1
nm0001002,nm10843335,1
nm0001002,nm12015373,1
nm0001002,nm0044582,1
nm0001002,nm11422443,1
nm0001002,nm0000281,1
nm0001002,nm0004765,1
nm0001002,nm0001108,1
nm0001002,nm1154986,1
nm0001002,nm3952294,1
nm0001002,nm0000134,1
nm0001002,nm4006446,1
nm0001002,nm3365674,1
nm0001002,nm6372955,1
nm0001002,nm2574402,1
nm0001002,nm10632860,2
nm0001002,nm7216456,1
nm0001002,nm1152002,1
nm0001002,nm12752051,1
nm0001002,nm7495348,2
nm0001002,nm0000707,1
nm0001002,nm3956954,1
nm0001002,nm0109202,1
nm0001002,nm12948574,1
nm0001002,nm5864701,2
nm0001002,nm10348038,2
nm0001002,nm5322202,1
nm0001002,nm9988863,1
nm0001002,nm2979225,1
nm0001002,nm0000514,1
nm0001002,nm1677710,1
nm0001002,nm0655945,1
nm0001002,nm0257821,1
nm0001002,nm0831979,1
nm0001002,nm0736263,1
nm0001002,nm0565858,3
nm0001002,nm5581169,1
nm0001002,nm4917995,1
nm0001002,nm6563531,1
nm0001002,nm12751157,1
nm0001002,nm13523034,1
nm0001002,nm3204678,1
nm0001002,nm4426539,1
nm0001002,nm1701859,1
nm0001002,nm2410720,1
nm0001002,nm4105474,1
nm0001002,nm0439781,1
nm0001002,nm0224616,1
nm0001002,nm4579454,1
nm0001002,nm0003930,1
nm0001002,nm0842023,1
nm0001002,nm2466842,1
nm0001002,nm2436499,1
nm0001002,nm0001757,2
nm0001002,nm0924684,1
nm0001002,nm0580886,1
nm0001002,nm0000803,1
nm0001002,nm5192551,1
nm0001002,nm0726223,1
nm0001002,nm2454994,1
nm0001002,nm0431957,1
nm0001002,nm0001785,2
nm0001002,nm3880523,1
nm0001002,nm0240380,1
nm0001002,nm0232975,2
nm0001002,nm0005238,1
nm0001002,nm0005258,2
nm0001002,nm2126366,1
nm0001002,nm0000838,1
nm0001002,nm0004729,1
nm0001002,nm0005508,1
nm0001002,nm0780678,1
nm0001002,nm0927833,1
nm0001002,nm1002664,1
nm0001002,nm2618951,1
nm0001002,nm0884230,1
nm0001002,nm3921523,1
nm0001002,nm0908351,1
nm0001002,nm3628074,1
nm0001002,nm0005346,2
nm0001002,nm6441588,1
nm0001002,nm6194966,1
nm0001002,nm8680661,1
nm0001002,nm3524646,1
nm0001002,nm8301753,1
nm0001002,nm9854687,1
nm0001002,nm7641012,1
nm0001002,nm9441732,1
nm0001002,nm8451332,1
nm0001002,nm4075380,1
nm0001002,nm8423440,1
nm0001002,nm0183904,1
nm0001002,nm7463977,1
nm0001002,nm3720875,2
nm0001002,nm5323234,2
nm0001002,nm8380569,1
nm0001002,nm7543844,1
nm0001002,nm1395228,1
nm0001002,nm9898793,1
nm0001002,nm4726999,1
nm0001002,nm8892869,1
nm0001002,nm8854819,1
nm0001002,nm2785996,1
nm0001002,nm0331577,1
nm0001299,nm0923529,1
nm0001299,nm0936365,1
nm0923529,nm0936365,1
nm0923529,nm0000460,1
nm0923529,nm0572721,1
nm0923529,nm0668271,1
nm0923529,nm2050708,1
nm0923529,nm0364583,1
nm0923529,nm0740264,1
nm0006763,nm0007113,1
nm0006763,nm0310173,1
nm0006763,nm0412917,1
nm0006763,nm0451321,1
nm0006763,nm0706787,1
nm0006763,nm0002043,1
nm0006763,nm0792911,1
nm0006763,nm0045393,2
nm0006763,nm0004626,1
nm0006763,nm0006795,1
nm0006763,nm7796669,1
nm0006763,nm0393535,1
nm0006763,nm1229940,1
nm0006763,nm2020109,1
nm0006763,nm8237564,1
nm0006763,nm8938569,1
nm0006763,nm13260258,1
nm0006763,nm6582228,1
nm0006763,nm12816627,1
nm0006763,nm2500160,1
nm0006763,nm1421465,1
nm0006763,nm4999775,1
nm0006763,nm0707425,1
nm0006763,nm2138653,1
nm0006763,nm0764877,1
nm0006763,nm0474774,2
nm0006763,nm3289096,1
nm0006763,nm2596365,1
nm0006763,nm1299011,1
nm0006763,nm1659141,1
nm0006763,nm3601766,1
nm0006763,nm1778703,1
nm0006763,nm0992000,1
nm0006763,nm1399243,1
nm0006763,nm3073211,1
nm0006763,nm0267946,1
nm0006763,nm3373271,1
nm0006763,nm0004109,1
nm0006763,nm1303433,1
nm0006763,nm4655028,1
nm0006763,nm3071488,1
nm0006763,nm0004569,1
nm0006763,nm3170495,1
nm0006763,nm0463539,1
nm0006763,nm1742241,1
nm0006763,nm2363939,1
nm0006763,nm0329749,1
nm0006763,nm0897201,1
nm0006763,nm1521381,1
nm0006763,nm0900266,1
nm0007113,nm0310173,1
nm0007113,nm0412917,1
nm0007113,nm0720763,1
nm0007113,nm1004985,1
nm0007113,nm0012881,1
nm0007113,nm0222426,1
nm0007113,nm0060607,1
nm0007113,nm0451183,1
nm0007113,nm0474774,1
nm0007113,nm1229940,1
nm0007113,nm0438463,2
nm0007113,nm2469193,1
nm0007113,nm2469641,1
nm0007113,nm2473054,1
nm0007113,nm1242068,1
nm0007113,nm1533122,1
nm0007113,nm0618936,1
nm0007113,nm0474609,1
nm0007113,nm5535147,1
nm0007113,nm10852335,1
nm0007113,nm1303433,1
nm0007113,nm13260258,1
nm0007113,nm3817862,1
nm0007113,nm3575147,1
nm0007113,nm0059461,1
nm0007113,nm0707425,1
nm0007113,nm2284321,1
nm0007113,nm0710545,1
nm0007113,nm2670109,1
nm0007113,nm0366101,1
nm0007113,nm8257890,1
nm0310173,nm0412917,1
nm0412917,nm0451307,2
nm0412917,nm0611552,1
nm0412917,nm2460840,1
nm0412917,nm0004569,1
nm0412917,nm1299011,1
nm0412917,nm0451174,1
nm0412917,nm3315894,1
nm0412917,nm9071083,1
nm0412917,nm0712546,1
nm0412917,nm0004626,1
nm0412917,nm0386358,1
nm0412917,nm6845062,1
nm0412917,nm11281002,1
nm0412917,nm12933720,1
nm0412917,nm1335387,1
nm0412917,nm1001625,1
nm0412917,nm3397660,1
nm0412917,nm0000579,1
nm0412917,nm10366060,1
nm0412917,nm8755589,1
nm0412917,nm1522234,1
nm0412917,nm0704694,1
nm0412917,nm6226780,1
nm0412917,nm3289096,1
nm0412917,nm4495174,1
nm0412917,nm0592799,1
nm0412917,nm9734250,1
nm1142237,nm0321320,1
nm1142237,nm0001123,1
nm1142237,nm0898634,1
nm1142237,nm0269451,1
nm1142237,nm0803374,1
nm1142237,nm1315804,1
nm1142237,nm0803138,1
nm0321320,nm0001123,1
nm0321320,nm0898634,1
nm0321320,nm0269451,1
nm0321320,nm0803374,1
nm0321320,nm1315804,1
nm0321320,nm0803138,1
nm0001123,nm0898634,1
nm0001123,nm0269451,1
nm0001123,nm0803374,1
nm0001123,nm1315804,1
nm0001123,nm0803138,1
nm0001123,nm0001449,1
nm0001123,nm0367445,1
nm0001123,nm0402569,1
nm0898634,nm0269451,1
nm0898634,nm0803374,1
nm0898634,nm1315804,1
nm0898634,nm0803138,1
nm0898634,nm0802831,1
nm0898634,nm0547788,1
nm0898634,nm0589590,1
nm0898634,nm0665114,2
nm0898634,nm0666973,1
nm0898634,nm0239293,1
nm0898634,nm0888456,1
nm0898634,nm0535393,2
nm0898634,nm0621597,1
nm0898634,nm1410656,1
nm0898634,nm0706095,1
nm0898634,nm0957257,1
nm0898634,nm0942646,1
nm0898634,nm1977070,1
nm0898634,nm1538929,1
nm0898634,nm1414823,1
nm0898634,nm2039589,1
nm0898634,nm2035945,1
nm0898634,nm2355498,1
nm0898634,nm1371861,1
nm0898634,nm1969806,1
nm0898634,nm0757934,1
nm0898634,nm0877270,1
nm0898634,nm0195982,1
nm0898634,nm1165660,1
nm0898634,nm0000732,1
nm0898634,nm0134647,1
nm0898634,nm0621393,1
nm0898634,nm0823563,1
nm0898634,nm0005078,1
nm0898634,nm0254712,1
nm0898634,nm1269976,1
nm0898634,nm2402786,1
nm0269451,nm0803374,1
nm0269451,nm1315804,1
nm0269451,nm0803138,1
nm0803374,nm1315804,1
nm0803374,nm0803138,1
nm1315804,nm0803138,1
nm0001324,nm0920148,1
nm0001324,nm0115304,1
nm0001324,nm0203349,1
nm0001324,nm0001487,1
nm0001324,nm0000846,1
nm0001324,nm0283492,1
nm0001324,nm0001608,1
nm0001324,nm0057150,1
nm0001324,nm0001231,1
nm0001324,nm0531808,1
nm0001324,nm0004051,1
nm0001324,nm0035605,1
nm0001324,nm0272401,1
nm0001324,nm0001363,1
nm0001324,nm0504412,1
nm0001324,nm0097405,1
nm0001324,nm0045661,1
nm0001324,nm0366234,1
nm0001324,nm0001151,1
nm0001324,nm0001364,1
nm0001324,nm0292182,1
nm0001324,nm0001833,1
nm0001324,nm0876300,1
nm0001324,nm0755518,1
nm0001324,nm3450957,1
nm0001324,nm0216220,1
nm0001324,nm1853152,1
nm0001324,nm0000596,1
nm0001324,nm1404770,1
nm0001324,nm0205289,1
nm0001324,nm2068559,1
nm0001324,nm2728165,1
nm0001324,nm3262317,1
nm0001324,nm0705356,1
nm0001324,nm3206486,1
nm0001324,nm2413529,1
nm0920148,nm0115304,1
nm0920148,nm0203349,1
nm0115304,nm0203349,1
nm0427470,nm0001293,1
nm0427470,nm0001062,1
nm0427470,nm0732133,1
nm0001293,nm0001062,1
nm0001293,nm0732133,1
nm0001293,nm0004517,1
nm0001293,nm0005460,1
nm0001293,nm0000702,1
nm0001293,nm0000196,1
nm0001293,nm0461498,1
nm0001293,nm0001868,1
nm0001293,nm0000346,2
nm0001293,nm0190497,1
nm0001293,nm0769311,1
nm0001293,nm0000498,1
nm0001293,nm1009277,1
nm0001293,nm1677499,1
nm0001293,nm0532235,1
nm0001293,nm0097504,1
nm0001293,nm0005109,1
nm0001293,nm0000245,1
nm0001293,nm0000237,1
nm0001293,nm0000593,1
nm0001293,nm0000349,1
nm0001293,nm0283945,1
nm0001293,nm0363699,1
nm0001293,nm2340080,1
nm0001293,nm0000501,1
nm0001293,nm0000171,1
nm0001293,nm0000323,1
nm0001293,nm3843467,1
nm0001293,nm0005017,1
nm0001293,nm0814259,1
nm0001293,nm0000948,1
nm0001293,nm0215269,1
nm0001293,nm1104057,1
nm0001062,nm0732133,1
nm0001062,nm1459586,1
nm0001062,nm0058029,1
nm0001062,nm1370592,1
nm0001062,nm0814813,1
nm0001062,nm0780133,1
nm0001062,nm0751638,1
nm0001062,nm0661164,1
nm0001062,nm0005313,1
nm0001062,nm0651441,1
nm0001062,nm0758405,1
nm0001062,nm1959563,1
nm0001062,nm1212777,1
nm0001062,nm1689678,1
nm0001062,nm3581761,1
nm0001062,nm0228678,1
nm0001062,nm1919727,1
nm0001062,nm1218053,1
nm0001062,nm0915814,1
nm0001062,nm0206537,1
nm0001062,nm3010903,1
nm0001062,nm0811242,1
nm0001062,nm0820053,1
nm0001062,nm0185431,1
nm0001062,nm5042279,1
nm0001062,nm6112587,1
nm0001062,nm6377363,1
nm0001062,nm10201180,1
nm0001062,nm2803530,1
nm0001062,nm9520570,1
nm0001062,nm0000397,1
nm0001062,nm5512743,1
nm0732133,nm1717152,1
nm0732133,nm6062424,1
nm0732133,nm0280489,1
nm0000199,nm0001583,1
nm0000199,nm0283299,1
nm0000199,nm0568375,1
nm0000199,nm0001416,1
nm0000199,nm1212051,1
nm0000199,nm0758436,1
nm0000199,nm0000245,1
nm0000199,nm0005476,1
nm0000199,nm0233027,1
nm0000199,nm0268199,1
nm0000199,nm0005256,1
nm0000199,nm0532683,1
nm0000199,nm0001212,1
nm0000199,nm1211488,1
nm0000199,nm0000460,2
nm0000199,nm0001860,1
nm0000199,nm1360270,1
nm0000199,nm0005447,1
nm0000199,nm0000190,1
nm0000199,nm0000623,1
nm0000199,nm0000800,1
nm0000199,nm0001191,1
nm0000199,nm0005017,1
nm0000199,nm4713266,1
nm0000199,nm0000134,2
nm0000199,nm0001303,1
nm0000199,nm1265067,1
nm0000199,nm3078932,1
nm0000199,nm3485845,1
nm0000199,nm0000582,1
nm0000199,nm0000172,1
